left_open,right_closed,sorties
0.0,0.22788615720254468,18
0.22788615720254468,0.2682816252439719,19
0.2682816252439719,0.3342235579608195,20
0.3342235579608195,0.33915271171637995,21
0.33915271171637995,0.34117641447994407,22
0.34117641447994407,0.3416437516361984,23
0.3416437516361984,0.3457700212303694,24
0.3457700212303694,0.35104703261521475,25
0.35104703261521475,1.0,
