partition,group,zones,boxes,cargo_kg,transport_sorties,relay_sorties,work_seconds,energy_kwh,need_A_aircraft,occupancy_A_aircraft,need_B_aircraft,occupancy_B_aircraft,need_C_aircraft,occupancy_C_aircraft,need_A_batteries,occupancy_A_batteries,need_B_batteries,occupancy_B_batteries,need_C_batteries,occupancy_C_batteries,need_relay_aircraft,occupancy_relay_aircraft,need_relay_components,occupancy_relay_components
P1256_3_4,G2,S003|S005|S007|S015,22,210.0,9,2,23506.595774478075,27.322229896928096,2,0.6030034030353387,0,0.0,1,0.3983661807225494,4,0.49205658074565656,0,0.0,1,0.7948161250173869,1,0.6504229724507927,1,0.7536908898931718
P1256_3_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.2794659275645624,0,0.0,1,0.304316225677302,1,0.4688582811865578,0,0.0,1,0.6117622045336626,0,0.0,0,0.0
P125_346,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,4,41407.797853770884,49.30046742574402,2,0.23831168593945573,2,0.4639939202920662,2,0.3731561407733583,2,0.3867718658864423,4,0.4520080801190086,4,0.3868734752892167,2,0.5953962932973031,2,0.689372665639066
P125_346,G2,S003|S005|S006|S007|S011|S015,31,294.0,12,2,27445.275357509494,32.02452264064515,3,0.4430331351072457,1,0.11127135437815282,1,0.5324042566315969,4,0.5436845063881346,1,0.21728706614960197,2,0.5321353985668795,1,0.6504229724507927,1,0.7536908898931718
P125_34_6,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,4,41407.797853770884,49.30046742574402,2,0.23831168593945573,2,0.4639939202920662,2,0.3731561407733583,2,0.3867718658864423,4,0.4520080801190086,4,0.3868734752892167,2,0.5953962932973031,2,0.689372665639066
P125_34_6,G2,S003|S005|S006|S007|S015,28,269.0,11,2,26255.645071773055,30.94735138611543,3,0.4430331351072457,0,0.0,1,0.5324042566315969,4,0.5436845063881346,0,0.0,2,0.5321353985668795,1,0.6504229724507927,1,0.7536908898931718
P125_34_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095865,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P125_36_4,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,4,41407.797853770884,49.30046742574402,2,0.23831168593945573,2,0.4639939202920662,2,0.3731561407733583,2,0.3867718658864423,4,0.4520080801190086,4,0.3868734752892167,2,0.5953962932973031,2,0.689372665639066
P125_36_4,G2,S003|S005|S007|S011|S015,25,235.0,10,2,24696.226060214514,28.39940115145782,2,0.6030034030353387,1,0.11127135437815282,1,0.3983661807225494,4,0.49205658074565656,1,0.21728706614960197,1,0.7948161250173869,1,0.6504229724507927,1,0.7536908898931718
P125_36_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.2794659275645624,0,0.0,1,0.304316225677302,1,0.4688582811865578,0,0.0,1,0.6117622045336626,0,0.0,0,0.0
P125_3_46,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,4,41407.797853770884,49.30046742574402,2,0.23831168593945573,2,0.4639939202920662,2,0.3731561407733583,2,0.3867718658864423,4,0.4520080801190086,4,0.3868734752892167,2,0.5953962932973031,2,0.689372665639066
P125_3_46,G2,S003|S005|S007|S015,22,210.0,9,2,23506.595774478075,27.322229896928096,2,0.6030034030353387,0,0.0,1,0.3983661807225494,4,0.49205658074565656,0,0.0,1,0.7948161250173869,1,0.6504229724507927,1,0.7536908898931718
P125_3_46,G3,S006|S011,9,84.0,3,0,3938.6795830314195,4.702292743717059,1,0.1769896311769672,1,0.15999236421828453,1,0.19272766813889838,1,0.2969344241161737,1,0.31242786269307127,1,0.3874374521860359,0,0.0,0,0.0
P126_345,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,2,28613.47452075799,37.329278959768665,0,0.0,2,0.3773495136825367,2,0.3731561407733583,0,0.0,3,0.4949546053597166,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P126_345,G2,S003|S005|S006|S007|S010|S012|S013|S014|S015,40,369.0,16,4,40239.59869052238,43.99571110662051,3,0.5892091437582518,2,0.14808533660922665,1,0.4959603505121246,5,0.5770491649172022,2,0.28071949359594095,2,0.49570989620347794,2,0.525474665426009,2,0.612012275790056
P126_34_5,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,2,28613.47452075799,37.329278959768665,0,0.0,2,0.3773495136825367,2,0.3731561407733583,0,0.0,3,0.4949546053597166,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P126_34_5,G2,S003|S005|S006|S007|S015,28,269.0,11,2,26255.645071773055,30.94735138611543,3,0.4430331351072457,0,0.0,1,0.5324042566315969,4,0.5436845063881346,0,0.0,2,0.5321353985668795,1,0.6504229724507927,1,0.7536908898931718
P126_34_5,G3,S010|S012|S013|S014,12,100.0,5,2,13983.953618749325,13.04835972050508,2,0.3226054631986913,2,0.18044385379501557,0,0.0,2,0.5235778365405777,2,0.3420602499861604,0,0.0,1,0.5422976235860493,1,0.635972188785973
P126_35_4,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,2,28613.47452075799,37.329278959768665,0,0.0,2,0.3773495136825367,2,0.3731561407733583,0,0.0,3,0.4949546053597166,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P126_35_4,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,4,37490.549393227404,40.370589617433176,3,0.5509869044794954,2,0.14808533660922665,1,0.3710973910564457,5,0.5385740343690627,2,0.28071949359594095,1,0.7404097150731105,2,0.525474665426009,2,0.612012275790056
P126_35_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.2794659275645624,0,0.0,1,0.304316225677302,1,0.4688582811865578,0,0.0,1,0.6117622045336626,0,0.0,0,0.0
P126_3_45,G1,S001|S002|S004|S008|S009|S011,40,389.0,11,2,28613.47452075799,37.329278959768665,0,0.0,2,0.3773495136825367,2,0.3731561407733583,0,0.0,3,0.4949546053597166,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P126_3_45,G2,S003|S005|S007|S015,22,210.0,9,2,23506.595774478075,27.322229896928096,2,0.6030034030353387,0,0.0,1,0.3983661807225494,4,0.49205658074565656,0,0.0,1,0.7948161250173869,1,0.6504229724507927,1,0.7536908898931718
P126_3_45,G3,S006|S010|S012|S013|S014,18,159.0,7,2,16733.00291604431,16.67348120969241,2,0.3220868409847725,2,0.14808533660922665,1,0.1248629594556789,2,0.5258738396901544,2,0.28071949359594095,1,0.25101007733384517,1,0.44504883065926915,1,0.5219249848069857
P12_3456,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_3456,G2,S003|S005|S006|S007|S010|S011|S012|S013|S014|S015,43,394.0,17,4,41429.22897625882,45.072882361150235,3,0.5892091437582518,2,0.19991266446390812,1,0.4959603505121246,5,0.5770491649172022,2,0.3819262064903097,2,0.49570989620347794,2,0.525474665426009,2,0.612012275790056
P12_345_6,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_345_6,G2,S003|S005|S006|S007|S010|S012|S013|S014|S015,40,369.0,16,4,40239.59869052238,43.99571110662051,3,0.5892091437582518,2,0.14808533660922665,1,0.4959603505121246,5,0.5770491649172022,2,0.28071949359594095,2,0.49570989620347794,2,0.525474665426009,2,0.612012275790056
P12_345_6,G3,S011,3,25.0,1,0,1189.630285736439,1.077171254529726,0,0.0,1,0.5120937769095865,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
P12_346_5,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_346_5,G2,S003|S005|S006|S007|S011|S015,31,294.0,12,2,27445.275357509494,32.02452264064515,3,0.4430331351072457,1,0.11127135437815282,1,0.5324042566315969,4,0.5436845063881346,1,0.21728706614960197,2,0.5321353985668795,1,0.6504229724507927,1,0.7536908898931718
P12_346_5,G3,S010|S012|S013|S014,12,100.0,5,2,13983.953618749325,13.04835972050508,2,0.3226054631986913,2,0.18044385379501557,0,0.0,2,0.5235778365405777,2,0.3420602499861604,0,0.0,1,0.5422976235860493,1,0.635972188785973
P12_34_56,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_34_56,G2,S003|S005|S006|S007|S015,28,269.0,11,2,26255.645071773055,30.94735138611543,3,0.4430331351072457,0,0.0,1,0.5324042566315969,4,0.5436845063881346,0,0.0,2,0.5321353985668795,1,0.6504229724507927,1,0.7536908898931718
P12_34_56,G3,S010|S011|S012|S013|S014,15,125.0,6,2,15173.583904485764,14.125530975034806,2,0.3226054631986913,2,0.24359610765168677,0,0.0,2,0.5235778365405777,2,0.4653819084483782,0,0.0,1,0.5422976235860493,1,0.635972188785973
P12_356_4,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_356_4,G2,S003|S005|S007|S010|S011|S012|S013|S014|S015,37,335.0,15,4,38680.17967896384,41.4477608719629,3,0.5509869044794954,2,0.19991266446390812,1,0.3710973910564457,5,0.5385740343690627,2,0.3819262064903097,1,0.7404097150731105,2,0.525474665426009,2,0.612012275790056
P12_356_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.2794659275645624,0,0.0,1,0.304316225677302,1,0.4688582811865578,0,0.0,1,0.6117622045336626,0,0.0,0,0.0
P12_35_46,G1,S001|S002|S004|S008|S009,37,364.0,10,2,27423.844235021556,36.252107705238934,0,0.0,2,0.33069835056137586,2,0.3731561407733583,0,0.0,2,0.6513330405573453,4,0.3868734752892167,1,0.7901922381803081,1,0.9089467016534187
P12_35_46,G2,S003|S005|S007|S010|S012|S013|S014|S015,34,310.0,14,4,37490.549393227404,40.370589617433176,3,0.5509869044794954,2,0.14808533660922665,1,0.3710973910564457,5,0.5385740343690627,2,0.28071949359594095,1,0.7404097150731105,2,0.525474665426009,2,0.612012275790056
P12_35_46,G3,S006|S011,9,84.0,3,0,3938.6795830314195,4.702292743717059,1,0.1769896311769672,1,0.15999236421828453,1,0.19272766813889838,1,0.2969344241161737,1,0.31242786269307127,1,0.3874374521860359,0,0.0,0,0.0
