scheme,boxes,hard_on_time,hard_total,first_on_time,first_total,medical_on_time,medical_total,min_hard_slack_seconds,min_first_slack_seconds,min_medical_slack_seconds,weighted_soft_delay_seconds,max_soft_lateness_seconds,weighted_delivery_seconds,p90_box_delivery_seconds,latest_box_delivery_seconds,latest_zone_completion_seconds,makespan_seconds,energy_kwh,energy_kwh_per_delivered_kg,sorties,multi_zone_sorties,sorties_A,sorties_B,sorties_C,used_aircraft_A,used_aircraft_B,used_aircraft_C,peak_simultaneous_aircraft,max_sorties_per_drone,min_return_soc_pct,pareto_efficient_5_metrics
original_main,80,31,31,30,30,16,16,373.71313560226827,373.71313560226827,1335.1977365002244,0,0,2735557.495136332,5852.234221932738,6826.286864397732,6826.286864397732,7558.434268462624,77.05945901639045,0.10166155543059426,28,7,14,8,6,4,2,2,8,4,22.79249226598776,False
zero_delay_efficient,80,31,31,30,30,16,16,433.71313560226827,433.71313560226827,1335.1977365002244,0,0,2800522.364271396,6253.1121191589455,7026.349204081665,7026.349204081665,7531.736524399572,76.40149894370987,0.10079353422653017,27,7,12,8,7,4,2,2,8,4,22.79249226598776,True
delivery_priority,80,31,31,30,30,16,16,996.5201739075137,996.5201739075137,996.5201739075137,10639.753327782271,295.54870354950754,2771259.247630048,5973.241556672654,6960.886010409458,6960.886010409458,7629.679979486289,73.21000740865773,0.09658312323041918,25,4,11,7,7,4,2,2,8,4,21.29439843881751,True
energy_guarded,80,31,31,30,30,16,16,222.32712886778518,222.32712886778518,222.32712886778518,72248.9426108216,1247.239680115341,3203874.303104223,8447.23968011534,8839.804082700553,8839.804082700553,9345.19140301846,67.92894870098546,0.0896160273100072,23,3,8,6,9,4,2,2,8,5,23.15287938579167,True
energy_guarded_timely,80,31,31,30,30,16,16,222.32712886778518,222.32712886778518,222.32712886778518,30223.122068844394,819.412081034684,3094451.202108364,7224.142905053192,8871.98949942763,8871.98949942763,9377.376819745536,67.76800483032989,0.08940370030386528,23,3,8,6,9,4,2,2,8,5,23.15287938579167,True
alns_zero_delay_efficient,80,31,31,30,30,16,16,630.8280749568867,630.8280749568867,630.8280749568867,0,0,2809611.6208803034,6253.1121191589455,7026.349204081665,7026.349204081665,7531.736524399572,74.33663568052843,0.09806944021177894,25,8,11,7,7,4,2,2,8,4,22.79249226598776,False
refined_main,80,31,31,30,30,16,16,581.7405873864973,581.7405873864973,1153.6683048275418,0,0,2662962.4802919086,5353.586092911667,6618.259412613503,6618.259412613503,7350.4068166783945,77.05945901639045,0.10166155543059426,28,7,14,8,6,4,2,2,8,4,22.79249226598776,True
refined_energy,80,31,31,30,30,16,16,197.40693520753757,197.40693520753757,630.8280749568867,0,0,2808098.9475167473,6044.036949877643,7026.349204081665,7026.349204081665,7531.736524399572,74.09697341174574,0.0977532630761817,25,8,10,8,7,4,2,2,8,4,22.79249226598776,True
