sortie,phase_index,start,end,mode,relay_sortie,margin_lower_db,status
T022,1,5689.002460574931,5879.758210199023,direct,,1.8029166656493398,PASS
T022,1,5879.758210199023,6070.513959823115,relay,R003,3.720701996552359,PASS
T022,2,6070.513959823115,6102.128415999873,relay,R003,5.0396367947638225,PASS
T022,3,6102.128415999873,6354.128415999873,relay,R003,5.0396367947638225,PASS
T022,4,6354.128415999873,6379.419980941279,relay,R003,5.039636794763826,PASS
T022,5,6379.419980941279,6595.790895633525,relay,R003,2.861611734861752,PASS
T022,5,6595.790895633525,6595.790995633526,direct,,3.0516491668395247,PASS
T022,5,6595.790995633526,6596.234753593916,direct,,3.0516544084433477,PASS
T022,5,6596.234753593916,6603.790895633525,direct,,3.074945548397359,PASS
T022,5,6603.790895633525,6760.931480189463,direct,,3.481398891742188,PASS
T022,6,6760.931480189463,6843.695936366221,direct,,27.68678949476513,PASS
