id,relay,energy_component,start,established,service_end,return_time,relay_ready,component_ready,energy_kwh,return_soc
R001,R01,RE05,190.13731902940862,767.9998999999998,1280.0000999999993,1699.297638856333,1999.297638856333,2344.3073253046314,0.35694692048811977,0.8884540873474626
R002,R02,RE03,4142.26657057677,4720.129151547361,6318.582423174857,6737.879962031191,7037.879962031191,7517.75318080825,0.688918692374299,0.7847129086330316
R003,R01,RE02,2004.2977388563338,2739.111540235257,5388.131521767113,5944.037452916951,6244.037452916951,6902.075499094418,1.1274782675137642,0.6476630414019486
R004,R02,RE04,96.18236555369127,709.9999000000005,3389.0246440219894,3837.2664704604863,4137.266470460487,4763.024275968738,1.0480192135587745,0.672493995762883
