sortie,phase_index,start,end,mode,relay_sortie,margin_lower_db,status
T020,0,4047.0741999692646,4195.107285092962,direct,,18.396424967151823,PASS
T020,1,4195.107285092962,4485.074099969266,direct,,0.05058776915725183,PASS
T020,1,4485.074099969266,4485.074199969265,direct,,0.05058481752191746,PASS
T020,1,4485.074199969265,4696.699421309237,relay,R002,4.564486589104925,PASS
T020,2,4696.699421309237,4735.6191234576745,relay,R002,4.547353307379366,PASS
T020,3,4735.6191234576745,4945.6191234576745,relay,R002,4.547353307379366,PASS
T020,4,4945.6191234576745,4978.052208581372,relay,R002,4.547353307379366,PASS
T020,5,4978.052208581372,5479.644344797646,relay,R002,4.564399251245414,PASS
T020,6,5479.644344797646,5657.284046946084,direct,,18.39642496715181,PASS
T021,0,5673.549854202742,5753.5028103388095,direct,,24.102895398396285,PASS
T021,1,5753.5028103388095,6023.818209794217,direct,,8.773665138270266,PASS
T021,1,6023.818209794217,6294.133609249624,relay,R003,2.1702216187923113,PASS
T021,2,6294.133609249624,6332.797156612905,relay,R003,2.1632287616382335,PASS
T021,3,6332.797156612905,6542.797156612905,relay,R003,2.1632287616382335,PASS
T021,4,6542.797156612905,6575.0167794156405,relay,R003,2.1632287616382335,PASS
T021,5,6575.0167794156405,6791.549854202742,relay,R003,2.1706007106903797,PASS
T021,5,6791.549854202742,6796.8325046377295,relay,R003,3.9907712741949766,PASS
T021,5,6796.8325046377295,6888.549854202742,relay,R003,2.8375028385117673,PASS
T021,5,6888.549854202742,6888.549954202742,direct,,0.28152191332602783,PASS
T021,5,6888.549954202742,7115.647578326455,direct,,0.28152572219823746,PASS
T021,6,7115.647578326455,7211.591125689736,direct,,24.102895398396285,PASS
T022,0,4650.571699124282,4705.74800324212,direct,,27.686789494765115,PASS
T022,1,4705.74800324212,4944.192690272234,direct,,1.8029166656493398,PASS
T022,1,4944.192690272234,5182.63737730235,relay,R003,3.720701996552359,PASS
T022,2,5182.63737730235,5207.928942243756,relay,R003,5.039636794763826,PASS
T022,3,5207.928942243756,5417.928942243756,relay,R003,5.0396367947638225,PASS
T022,4,5417.928942243756,5439.005246361595,relay,R003,5.0396367947638225,PASS
T022,5,5439.005246361595,5677.449933391709,relay,R003,3.7207019965532435,PASS
T022,5,5677.449933391709,5915.894620421825,direct,,1.8029166656475049,PASS
T022,6,5915.894620421825,5982.106185363231,direct,,27.686789494765073,PASS
