partition,group,zones,boxes,cargo_kg,transport_sorties,relay_sorties,work_seconds,energy_kwh,need_A_aircraft,occupancy_A_aircraft,need_B_aircraft,occupancy_B_aircraft,need_C_aircraft,occupancy_C_aircraft,need_A_batteries,occupancy_A_batteries,need_B_batteries,occupancy_B_batteries,need_C_batteries,occupancy_C_batteries,need_relay_aircraft,occupancy_relay_aircraft,need_relay_components,occupancy_relay_components
P125_3_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.3880260157754234,0,0.0,1,0.42252954989691377,1,0.6509888786714572,0,0.0,1,0.849404622938684,0,0.0,0,0.0
P12_345,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,36435.543696445035,45.426343100954625,2,0.2865310264446478,2,0.7921597703028884,2,0.4001977486053283,3,0.31068211872522905,4,0.7664320765499629,4,0.41989600334889293,2,0.5389879655532389,2,0.6198352357582508
P12_345,G2,S003|S005|S006|S007|S011|S015,31,294.0,12,2,27842.17310495452,32.94705956670332,3,0.41193260411011634,0,0.0,2,0.30315085341908277,4,0.5055183388858101,0,0.0,3,0.4060654259875644,1,0.6314698594896296,1,0.7308035288872365
P12_34_5,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,36435.543696445035,45.426343100954625,2,0.2865310264446478,2,0.7921597703028884,2,0.4001977486053283,3,0.31068211872522905,4,0.7664320765499629,4,0.41989600334889293,2,0.5389879655532389,2,0.6198352357582508
P12_34_5,G2,S003|S005|S006|S007|S015,28,269.0,11,2,26562.722234094377,31.041180519046943,3,0.41193260411011634,0,0.0,1,0.4950299526026978,4,0.5055183388858101,0,0.0,2,0.4947799681343616,1,0.6314698594896296,1,0.7308035288872365
P12_34_5,G3,S011,3,25.0,1,0,1279.450870860137,1.9058790476563696,0,0.0,0,0.0,1,0.4866757113547819,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
P12_35_4,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,36435.543696445035,45.426343100954625,2,0.2865310264446478,2,0.7921597703028884,2,0.4001977486053283,3,0.31068211872522905,4,0.7664320765499629,4,0.41989600334889293,2,0.5389879655532389,2,0.6198352357582508
P12_35_4,G2,S003|S005|S007|S011|S015,25,235.0,10,2,25093.123807659533,29.32193807751598,3,0.37378206792512914,0,0.0,2,0.2408364921628333,4,0.45751464758276283,0,0.0,2,0.4838285417675113,1,0.6314698594896296,1,0.7308035288872365
P12_35_4,G3,S006,6,59.0,2,0,2749.0492972949805,3.625121489187333,1,0.3880260157754234,0,0.0,1,0.42252954989691377,1,0.6509888786714572,0,0.0,1,0.849404622938684,0,0.0,0,0.0
P12_3_45,G1,S001|S002|S004|S008|S009|S010|S012|S013|S014,49,464.0,15,2,36435.543696445035,45.426343100954625,2,0.2865310264446478,2,0.7921597703028884,2,0.4001977486053283,3,0.31068211872522905,4,0.7664320765499629,4,0.41989600334889293,2,0.5389879655532389,2,0.6198352357582508
P12_3_45,G2,S003|S005|S007|S015,22,210.0,9,2,23813.672936799398,27.41605902985961,3,0.37378206792512914,0,0.0,1,0.3704012300901988,4,0.45751464758276283,0,0.0,1,0.7390207418410526,1,0.6314698594896296,1,0.7308035288872365
P12_3_45,G3,S006|S011,9,84.0,3,0,4028.5001681551175,5.5310005368437025,1,0.27946592756456246,0,0.0,1,0.5760176408148432,1,0.4688582811865578,0,0.0,2,0.5850212039797288,0,0.0,0,0.0
P1345_2,G1,S001|S003|S005|S006|S007|S011|S015,46,448.0,15,2,32145.49633730213,39.53267224245433,3,0.4499804208799693,0,0.0,2,0.4332056276130645,4,0.5528897635427177,0,0.0,3,0.5828344169888744,1,0.6314698594896296,1,0.7308035288872365
P1345_2,G2,S002|S004|S008|S009|S010|S012|S013|S014,34,310.0,12,2,32132.220464097423,38.84073042520361,1,0.43004246196416984,2,0.7921597703028884,1,0.4744831377605378,2,0.34731217438859835,4,0.7664320765499629,2,0.5075596879003741,2,0.5389879655532389,2,0.6198352357582508
