sortie,phase,phase_index,start,end,mode,relay_sortie,margin_lower_db,proof,status
T017,climb,0,360.0,448.3506103515625,direct,,24.16061612661366,obstruction_upper_bound,PASS
T017,cruise,1,448.3506103515625,731.0,direct,,1.3140492967272923,obstruction_upper_bound,PASS
T017,cruise,1,731.0,802.0,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T017,cruise,1,802.0,852.4089689015445,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T017,descent,2,852.4089689015445,868.8297013234195,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T017,handoff,3,868.8297013234195,1048.8297013234196,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T017,climb,4,1048.8297013234196,1077.1051570525863,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T017,cruise,5,1077.1051570525863,1315.7669834571802,relay,R003,0.6385052986696653,independent_swept_cells,PASS
T017,descent,6,1315.7669834571802,1378.4575303321803,relay,R003,0.6259912995168424,independent_swept_cells,PASS
T017,handoff,7,1378.45753033218,1558.45753033218,relay,R003,0.6259912995168424,independent_swept_cells,PASS
T017,climb,8,1558.45753033218,1607.554317848456,relay,R003,0.6259912995168424,independent_swept_cells,PASS
T017,cruise,9,1607.554317848456,1608.0,relay,R003,0.6379286577039203,independent_swept_cells,PASS
T017,cruise,9,1608.0,2224.09092969244,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T017,descent,10,2224.09092969244,2343.8470747119713,direct,,23.02154674108874,obstruction_upper_bound,PASS
T018,climb,0,4026.0,4199.641655273437,direct,,19.603583756332743,obstruction_upper_bound,PASS
T018,cruise,1,4199.641655273437,4683.7126913370275,relay,R001,3.7581660646969492,independent_swept_cells,PASS
T018,descent,2,4683.7126913370275,4795.364760428824,relay,R001,3.7243562827461787,independent_swept_cells,PASS
T018,handoff,3,4795.364760428824,5191.364760428824,relay,R001,3.7243562827461787,independent_swept_cells,PASS
T018,climb,4,5191.364760428824,5280.686415702262,relay,R001,3.7243562827461787,independent_swept_cells,PASS
T018,cruise,5,5280.686415702262,5764.757451765851,relay,R001,3.7581660646969492,independent_swept_cells,PASS
T018,descent,6,5764.757451765851,5847.0,direct,,19.603583756332732,obstruction_upper_bound,PASS
T018,descent,6,5847.0,5912.0,direct,,24.000220933665,obstruction_upper_bound,PASS
T018,descent,6,5912.0,5981.809520857649,direct,,30.389768787831784,obstruction_upper_bound,PASS
T019,climb,0,4580.0,4688.2156665039065,direct,,23.968262608738186,obstruction_upper_bound,PASS
T019,cruise,1,4688.2156665039065,5204.592449354038,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T019,descent,2,5204.592449354038,5289.56203248392,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T019,handoff,3,5289.56203248392,5649.56203248392,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T019,climb,4,5649.56203248392,5717.537698987827,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T019,cruise,5,5717.537698987827,5847.0,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T019,cruise,5,5847.0,5912.0,relay,R001,1.0696993388611435,independent_swept_cells,PASS
T019,cruise,5,5912.0,6072.957240918979,direct,,8.257443014045425,independent_swept_cells,PASS
T019,cruise,5,6072.957240918979,6233.914481837958,direct,,4.243202743897841,obstruction_upper_bound,PASS
T019,descent,6,6233.914481837958,6369.184064967842,direct,,23.968262608738186,obstruction_upper_bound,PASS
T020,climb,0,4288.0,4436.033085123698,direct,,19.396424967151823,obstruction_upper_bound,PASS
T020,cruise,1,4436.033085123698,4937.625221339972,relay,R001,5.564399251245414,independent_swept_cells,PASS
T020,descent,2,4937.625221339972,4976.544923488409,relay,R001,5.547353307379366,independent_swept_cells,PASS
T020,handoff,3,4976.54492348841,5186.54492348841,relay,R001,5.547353307379366,independent_swept_cells,PASS
T020,climb,4,5186.54492348841,5218.978008612108,relay,R001,5.547353307379366,independent_swept_cells,PASS
T020,cruise,5,5218.978008612108,5720.570144828382,relay,R001,5.564399251245414,independent_swept_cells,PASS
T020,descent,6,5720.570144828382,5847.0,direct,,19.39642496715181,obstruction_upper_bound,PASS
T020,descent,6,5847.0,5898.209846976819,direct,,31.27532042622316,obstruction_upper_bound,PASS
T021,climb,0,4164.0,4243.952956136068,direct,,25.102895398396285,obstruction_upper_bound,PASS
T021,cruise,1,4243.952956136068,4784.583755046882,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T021,descent,2,4784.583755046882,4823.247302410164,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T021,handoff,3,4823.247302410164,5033.247302410164,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T021,climb,4,5033.247302410164,5065.466925212899,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T021,cruise,5,5065.466925212899,5606.097724123713,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T021,descent,6,5606.097724123713,5702.041271486994,direct,,25.102895398396285,obstruction_upper_bound,PASS
T022,climb,0,3849.0,3904.1763041178383,direct,,28.686789494765115,obstruction_upper_bound,PASS
T022,cruise,1,3904.1763041178383,4381.065678178068,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T022,descent,2,4381.065678178068,4406.357243119474,relay,R002,0.28939259213529667,obstruction_upper_bound,PASS
T022,handoff,3,4406.357243119474,4616.357243119474,relay,R002,0.28939259213529667,obstruction_upper_bound,PASS
T022,climb,4,4616.357243119474,4637.433547237313,relay,R002,0.28939259213529667,obstruction_upper_bound,PASS
T022,cruise,5,4637.433547237313,5114.322921297543,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T022,descent,6,5114.322921297543,5180.534486238949,direct,,28.686789494765073,obstruction_upper_bound,PASS
T023,climb,0,4561.0,4627.236962890625,direct,,26.902754877149746,obstruction_upper_bound,PASS
T023,cruise,1,4627.236962890625,4980.704483403844,relay,R001,2.5447792394582844,independent_swept_cells,PASS
T023,descent,2,4980.704483403844,5033.268838872594,relay,R001,2.519850895170171,independent_swept_cells,PASS
T023,handoff,3,5033.268838872594,5243.268838872595,relay,R001,2.519850895170171,independent_swept_cells,PASS
T023,climb,4,5243.268838872595,5287.072468429886,relay,R001,2.519850895170171,independent_swept_cells,PASS
T023,cruise,5,5287.072468429886,5640.539988943105,relay,R001,2.5447792394582844,independent_swept_cells,PASS
T023,descent,6,5640.539988943105,5720.024344411855,direct,,26.902754877149746,obstruction_upper_bound,PASS
