sortie,phase,phase_index,start,end,mode,margin_lower_db,proof
T016,descent,2,11111.008444155046,11127.429176576921,relay,1.3124875380895844,clear_swept_triangle
T016,handoff,3,11127.429176576921,11217.429176576923,relay,1.3124875380895844,clear_swept_triangle
T016,handoff,3,11217.429176576923,11307.429176576923,relay,1.3124875380895844,clear_swept_triangle
T016,climb,4,11307.429176576923,11335.70463230609,relay,1.3124875380895844,clear_swept_triangle
T016,cruise,5,11335.70463230609,11455.035545508386,relay,1.3157929945057276,clear_swept_triangle
T016,cruise,5,11455.035545508386,11574.366458710683,relay,2.197575933207574,clear_swept_triangle
T016,descent,6,11574.366458710683,11637.057005585682,relay,1.146365575206005,clear_swept_triangle
T016,handoff,7,11637.057005585682,11727.057005585682,relay,1.146365575206005,clear_swept_triangle
T016,handoff,7,11727.057005585682,11817.057005585682,relay,1.146365575206005,clear_swept_triangle
T016,climb,8,11817.057005585682,11866.15379310196,relay,1.146365575206005,clear_swept_triangle
T016,cruise,9,11866.15379310196,11943.220869582456,relay,2.429823104785754,clear_swept_triangle
T016,cruise,9,11943.220869582456,12020.287946062956,relay,3.0164470856344963,clear_swept_triangle
T016,cruise,9,12020.287946062956,12097.355022543452,relay,3.1395779590174584,clear_swept_triangle
T016,cruise,9,12097.355022543452,12174.42209902395,relay,2.6472575102351215,clear_swept_triangle
T016,cruise,9,12174.42209902395,12482.690404945943,direct,0.5584845607324098,obstruction_bound
T016,descent,10,12482.690404945943,12602.446549965474,direct,23.02154674108874,obstruction_bound
T017,climb,0,12516.640746740497,12582.877709631122,direct,26.902754877149746,obstruction_bound
T017,cruise,1,12582.877709631122,12759.611469887732,direct,3.457866229518814,obstruction_bound
T017,cruise,1,12759.611469887732,12847.978350016036,direct,9.946970695988483,clear_swept_triangle
T017,cruise,1,12847.978350016036,12936.345230144341,relay,6.153660433544204,clear_swept_triangle
T017,descent,2,12936.345230144341,12988.909585613092,relay,0.01449780642904841,obstruction_bound
T017,handoff,3,12988.909585613092,13093.909585613092,relay,0.01449780642904841,obstruction_bound
T017,handoff,3,13093.909585613092,13198.909585613092,relay,0.01449780642904841,obstruction_bound
T017,climb,4,13198.909585613092,13242.713215170383,relay,0.01449780642904841,obstruction_bound
T017,cruise,5,13242.713215170383,13331.080095298688,relay,6.153660433543166,clear_swept_triangle
T017,cruise,5,13331.080095298688,13419.446975426992,direct,9.94697069598935,clear_swept_triangle
T017,cruise,5,13419.446975426992,13596.180735683602,direct,3.457866229519041,obstruction_bound
T017,descent,6,13596.180735683602,13675.665091152352,direct,26.902754877149746,obstruction_bound
T018,climb,0,14349.107294049421,14522.748949322859,direct,19.603583756332725,obstruction_bound
T018,cruise,1,14522.748949322859,14764.784467354653,direct,0.6898448822132082,obstruction_bound
T018,cruise,1,14764.784467354653,14825.293346862603,relay,7.814913086366914,clear_swept_triangle
T018,cruise,1,14825.293346862603,14885.802226370552,relay,5.176439073554121,clear_swept_triangle
T018,cruise,1,14885.802226370552,14946.3111058785,relay,3.1534861291154357,clear_swept_triangle
T018,cruise,1,14946.3111058785,15006.819985386448,relay,1.5130318421220892,clear_swept_triangle
T018,descent,2,15006.819985386448,15118.472054478245,relay,1.5049007252680582,clear_swept_triangle
T018,handoff,3,15118.472054478245,15217.472054478245,relay,1.5049007252680582,clear_swept_triangle
T018,handoff,3,15217.472054478245,15316.472054478245,relay,1.5049007252680582,clear_swept_triangle
T018,handoff,3,15316.472054478245,15415.472054478245,relay,1.5049007252680582,clear_swept_triangle
T018,handoff,3,15415.472054478245,15514.472054478245,relay,1.5049007252680582,clear_swept_triangle
T018,climb,4,15514.472054478245,15603.793709751682,relay,1.5049007252680582,clear_swept_triangle
T018,cruise,5,15603.793709751682,15664.302589259632,relay,1.5130318421220892,clear_swept_triangle
T018,cruise,5,15664.302589259632,15724.81146876758,relay,3.153486129118022,clear_swept_triangle
T018,cruise,5,15724.81146876758,15785.320348275529,relay,5.176439073554121,clear_swept_triangle
T018,cruise,5,15785.320348275529,15845.829227783477,relay,7.814913086366914,clear_swept_triangle
T018,cruise,5,15845.829227783477,16087.864745815274,direct,0.6898448822132082,obstruction_bound
T018,descent,6,16087.864745815274,16304.91681490707,direct,19.603583756332725,obstruction_bound
T019,climb,0,10618.599475253503,10684.836438144128,direct,26.902754877149746,obstruction_bound
T019,cruise,1,10684.836438144128,10905.75363846489,direct,3.457866229518814,obstruction_bound
T019,cruise,1,10905.75363846489,11016.21223862527,direct,9.946970695988483,clear_swept_triangle
T019,cruise,1,11016.21223862527,11126.67083878565,relay,6.153660433544204,clear_swept_triangle
T019,descent,2,11126.67083878565,11179.235194254401,relay,0.01449780642904841,obstruction_bound
T019,handoff,3,11179.235194254401,11284.235194254401,relay,0.01449780642904841,obstruction_bound
T019,handoff,3,11284.235194254401,11389.235194254401,relay,0.01449780642904841,obstruction_bound
T019,climb,4,11389.235194254401,11433.038823811694,relay,0.01449780642904841,obstruction_bound
T019,cruise,5,11433.038823811694,11543.497423972074,relay,6.153660433544204,clear_swept_triangle
T019,cruise,5,11543.497423972074,11653.956024132454,direct,9.946970695988483,clear_swept_triangle
T019,cruise,5,11653.956024132454,11874.873224453217,direct,3.457866229519041,obstruction_bound
T019,descent,6,11874.873224453217,11954.357579921967,direct,26.902754877149746,obstruction_bound
T020,climb,0,8344.785096357577,8492.818181481274,direct,19.396424967151802,obstruction_bound
T020,cruise,1,8492.818181481274,8743.614249589411,direct,2.2900628035488637,obstruction_bound
T020,cruise,1,8743.614249589411,8806.313266616446,direct,0.38247980482715604,obstruction_bound
T020,cruise,1,8806.313266616446,8869.01228364348,relay,6.694224923358092,clear_swept_triangle
T020,cruise,1,8869.01228364348,8931.711300670515,relay,4.733691624169623,clear_swept_triangle
T020,cruise,1,8931.711300670515,8994.410317697548,relay,3.1232549646257723,clear_swept_triangle
T020,descent,2,8994.410317697548,9033.330019845986,relay,3.1232549646257723,clear_swept_triangle
T020,handoff,3,9033.330019845986,9138.330019845986,relay,3.124098784877475,clear_swept_triangle
T020,handoff,3,9138.330019845986,9243.330019845986,relay,3.124098784877475,clear_swept_triangle
T020,climb,4,9243.330019845986,9275.763104969685,relay,3.1232549646257723,clear_swept_triangle
T020,cruise,5,9275.763104969685,9338.46212199672,relay,3.1232549646257723,clear_swept_triangle
T020,cruise,5,9338.46212199672,9401.161139023752,relay,4.733691624169623,clear_swept_triangle
T020,cruise,5,9401.161139023752,9463.860156050787,relay,6.694224923358092,clear_swept_triangle
T020,cruise,5,9463.860156050787,9526.559173077821,direct,0.38247980482715604,obstruction_bound
T020,cruise,5,9526.559173077821,9777.355241185958,direct,2.2900628035488637,obstruction_bound
T020,descent,6,9777.355241185958,9954.994943334395,direct,19.396424967151802,obstruction_bound
T021,climb,0,10618.599475253503,10698.55243138957,direct,25.102895398396285,obstruction_bound
T021,cruise,1,10698.55243138957,10833.710131117274,direct,5.756268610632418,obstruction_bound
T021,cruise,1,10833.710131117274,10968.867830844978,direct,9.77372465189093,clear_swept_triangle
T021,cruise,1,10968.867830844978,11036.44668070883,relay,5.210878785113749,clear_swept_triangle
T021,cruise,1,11036.44668070883,11104.025530572682,relay,6.898978175673591,clear_swept_triangle
T021,cruise,1,11104.025530572682,11171.604380436533,relay,7.7732177825499775,clear_swept_triangle
T021,cruise,1,11171.604380436533,11239.183230300385,relay,6.444230819680115,clear_swept_triangle
T021,descent,2,11239.183230300385,11277.846777663666,relay,6.424949045325604,clear_swept_triangle
T021,handoff,3,11277.846777663666,11382.846777663666,relay,6.424949045325604,clear_swept_triangle
T021,handoff,3,11382.846777663666,11487.846777663666,relay,6.424949045325604,clear_swept_triangle
T021,climb,4,11487.846777663666,11520.066400466401,relay,6.424949045325604,clear_swept_triangle
T021,cruise,5,11520.066400466401,11587.645250330253,relay,6.444230819680115,clear_swept_triangle
T021,cruise,5,11587.645250330253,11655.224100194104,relay,7.7732177825499775,clear_swept_triangle
T021,cruise,5,11655.224100194104,11722.802950057956,relay,6.898978175673591,clear_swept_triangle
T021,cruise,5,11722.802950057956,11790.381799921808,relay,5.210878785112911,clear_swept_triangle
T021,cruise,5,11790.381799921808,11925.539499649512,direct,9.773724651891754,clear_swept_triangle
T021,cruise,5,11925.539499649512,12060.697199377217,direct,5.756268610632418,obstruction_bound
T021,descent,6,12060.697199377217,12156.640746740497,direct,25.102895398396285,obstruction_bound
T022,climb,0,7285.918163503697,7341.094467621535,direct,28.686789494765065,obstruction_bound
