sortie,phase,phase_index,start,end,mode,margin_lower_db,proof
T022,cruise,1,7341.094467621535,7579.53915465165,direct,2.8030470255403372,obstruction_bound
T022,cruise,1,7579.53915465165,7698.7614981667075,relay,2.6762935366080285,clear_swept_triangle
T022,cruise,1,7698.7614981667075,7817.983841681765,relay,0.46149313682049353,clear_swept_triangle
T022,descent,2,7817.983841681765,7843.275406623171,relay,0.45772896361786763,clear_swept_triangle
T022,handoff,3,7843.275406623171,7948.275406623171,relay,0.45772896361786763,clear_swept_triangle
T022,handoff,3,7948.275406623171,8053.275406623171,relay,0.45772896361786763,clear_swept_triangle
T022,climb,4,8053.275406623171,8074.35171074101,relay,0.45772896361786763,clear_swept_triangle
T022,cruise,5,8074.35171074101,8193.574054256067,relay,0.46149313682049353,clear_swept_triangle
T022,cruise,5,8193.574054256067,8312.796397771124,relay,2.6762935366080285,clear_swept_triangle
T022,cruise,5,8312.796397771124,8551.24108480124,direct,2.8030470255403372,obstruction_bound
T022,descent,6,8551.24108480124,8617.452649742645,direct,28.686789494765065,obstruction_bound
T023,climb,0,4545.919766504683,4654.13543300859,direct,23.968262608738186,obstruction_bound
T023,cruise,1,4654.13543300859,4912.323824433655,direct,0.1670680474470032,obstruction_bound
T023,cruise,1,4912.323824433655,4976.8709222899215,direct,8.235391079622957,clear_swept_triangle
T023,cruise,1,4976.8709222899215,5041.418020146188,relay,1.0629174395352123,clear_swept_triangle
T023,cruise,1,5041.418020146188,5105.965118002455,relay,0.2895657834421854,obstruction_bound
T023,cruise,1,5105.965118002455,5170.512215858721,relay,0.2895657834421854,clear_swept_triangle
T023,descent,2,5170.512215858721,5255.481798988603,relay,0.2895657834421854,clear_swept_triangle
T023,handoff,3,5255.481798988603,5345.481798988603,relay,0.2895657834421854,clear_swept_triangle
T023,handoff,3,5345.481798988603,5435.481798988603,relay,0.2895657834421854,clear_swept_triangle
T023,handoff,3,5435.481798988603,5525.481798988603,relay,0.2895657834421854,clear_swept_triangle
T023,handoff,3,5525.481798988603,5615.481798988603,relay,0.2895657834421854,clear_swept_triangle
T023,climb,4,5615.481798988603,5683.45746549251,relay,0.2895657834421854,clear_swept_triangle
T023,cruise,5,5683.45746549251,5748.004563348776,relay,0.2895657834421854,clear_swept_triangle
T023,cruise,5,5748.004563348776,5812.551661205043,relay,0.2895657834421854,obstruction_bound
T023,cruise,5,5812.551661205043,5877.0987590613095,relay,1.0629174395352123,clear_swept_triangle
T023,cruise,5,5877.0987590613095,5941.645856917576,direct,8.235391079622957,clear_swept_triangle
T023,cruise,5,5941.645856917576,6199.834248342641,direct,0.1670680474470032,obstruction_bound
T023,descent,6,6199.834248342641,6335.103831472525,direct,23.968262608738186,obstruction_bound
T024,climb,0,7315.918163503697,7371.805415294061,direct,28.560414627442952,obstruction_bound
T024,cruise,1,7371.805415294061,7559.615270890145,direct,2.9376671036965263,obstruction_bound
T024,descent,2,7559.615270890145,7592.919973038583,direct,2.9376671036965263,obstruction_bound
T024,handoff,3,7592.919973038583,7832.919973038583,direct,2.94731346776274,obstruction_bound
T024,climb,4,7832.919973038583,7860.673891495614,direct,2.9376671036965263,obstruction_bound
T024,cruise,5,7860.673891495614,8048.483747091698,direct,2.9376671036965263,obstruction_bound
T024,descent,6,8048.483747091698,8115.548449240136,direct,28.560414627442952,obstruction_bound
