seed,weighted_soft_delay,weighted_delivery_seconds,makespan,energy_kwh,transport_energy_kwh,relay_energy_kwh,transport_sorties,relay_sorties,total_sorties,direct_seconds,relay_seconds,relay_share,minimum_margin_db,certificate
q3_feasible_compressed,1416548.6911612228,5438318.76751968,16304.91681490707,74.85485348124014,69.15451555444506,5.700337926795088,24,9,33,19970.29801035545,15612.998915622526,0.43877325218350083,0.01449780642904841,PASS
