scheme,sortie,model,resource_type,resource_id,activity,start_s,end_s
soft_delay_priority,T019,A,aircraft,U03,flight,2178.7887122874713,3402.323925821952
soft_delay_priority,T019,A,battery,A04,flight,2178.7887122874713,3402.323925821952
soft_delay_priority,T019,A,battery,A04,charging,3402.323925821952,4236.132232700142
soft_delay_priority,T020,B,aircraft,U05,flight,5275.3021617780905,7558.434268462624
soft_delay_priority,T020,B,battery,B03,flight,5275.3021617780905,7558.434268462624
soft_delay_priority,T020,B,battery,B03,charging,7558.434268462624,9563.364402518835
soft_delay_priority,T021,A,aircraft,U01,flight,2761.062337358848,4456.820442027312
soft_delay_priority,T021,A,battery,A02,flight,2761.062337358848,4456.820442027312
soft_delay_priority,T021,A,battery,A02,charging,4456.820442027312,5572.014766507011
soft_delay_priority,T022,A,aircraft,U03,flight,3488.424083728015,5832.271158439987
soft_delay_priority,T022,A,battery,A03,flight,3488.424083728015,5832.271158439987
soft_delay_priority,T022,A,battery,A03,charging,5832.271158439987,7195.835141689561
soft_delay_priority,T023,A,aircraft,U04,flight,3649.403580614774,5345.1616852832385
soft_delay_priority,T023,A,battery,A01,flight,3649.403580614774,5345.1616852832385
soft_delay_priority,T023,A,battery,A01,charging,5345.1616852832385,6481.13799743944
soft_delay_priority,T024,B,aircraft,U06,flight,5446.291637069002,6965.315981480857
soft_delay_priority,T024,B,battery,B04,flight,5446.291637069002,6965.315981480857
soft_delay_priority,T024,B,battery,B04,charging,6965.315981480857,8429.998065419348
soft_delay_priority,T025,A,aircraft,U02,flight,4260.482532828468,5892.017019067417
soft_delay_priority,T025,A,battery,A04,flight,4260.482532828468,5892.017019067417
soft_delay_priority,T025,A,battery,A04,charging,5892.017019067417,7034.439456246651
soft_delay_priority,T026,A,aircraft,U01,flight,4891.5950100041855,6801.804856981005
soft_delay_priority,T026,A,battery,A05,flight,4891.5950100041855,6801.804856981005
soft_delay_priority,T026,A,battery,A05,charging,6801.804856981005,7984.869775288056
soft_delay_priority,T027,A,aircraft,U04,flight,5572.014766507011,7203.54925274596
soft_delay_priority,T027,A,battery,A02,flight,5572.014766507011,7203.54925274596
soft_delay_priority,T027,A,battery,A02,charging,7203.54925274596,8328.841355436422
soft_delay_priority,T028,A,aircraft,U03,flight,5832.271158439987,6995.806371974468
soft_delay_priority,T028,A,battery,A06,flight,5832.271158439987,6995.806371974468
soft_delay_priority,T028,A,battery,A06,charging,6995.806371974468,7814.9636121900685
zero_delay_efficient,T001,C,aircraft,U07,flight,0.0,1495.4261775174655
